,id,calculatedfinishedsquarefeet,bedroomcnt,bathroomcnt,taxvaluedollarcnt
267,42279,1841.0,3.0,2.5,436772.0
268,42280,1574.0,2.0,2.0,463504.0
269,42281,1893.0,3.0,2.0,266739.0
270,42282,2188.0,3.0,2.0,398632.0
271,42283,2656.0,4.0,3.0,795780.0
272,42284,2248.0,3.0,2.5,378493.0
273,42285,2736.0,4.0,3.0,948243.0
274,42286,2011.0,3.0,3.0,703469.0
275,42287,2609.0,4.0,3.0,566670.0
276,42288,2488.0,4.0,3.0,474655.0
277,42289,1665.0,3.0,2.5,430761.0
278,42290,1166.0,2.0,2.0,234313.0
279,42291,1166.0,3.0,2.0,256270.0
280,42292,1508.0,4.0,2.0,71984.0
281,42293,1872.0,4.0,2.0,696956.0
282,42294,2389.0,4.0,3.5,166214.0
283,42295,2585.0,4.0,3.0,524994.0
284,42296,2818.0,4.0,3.0,701102.0
285,42297,2184.0,3.0,2.5,360020.0
286,42298,1997.0,3.0,2.5,685293.0
287,42299,4199.0,5.0,5.5,2074000.0
288,42300,3739.0,3.0,3.5,1287332.0
289,42301,2996.0,3.0,2.5,926162.0
290,42302,1939.0,3.0,3.5,1909872.0
291,42303,1879.0,3.0,2.5,450250.0
292,42304,3184.0,3.0,3.0,681076.0
293,42305,4383.0,3.0,4.5,1233238.0
294,42306,2398.0,3.0,2.0,373285.0
295,42307,1550.0,2.0,2.0,676412.0
296,42308,1642.0,3.0,2.0,690370.0
297,42309,1687.0,3.0,2.0,587829.0
298,42310,1687.0,3.0,2.0,107642.0
299,42311,4362.0,5.0,5.0,339873.0
300,42312,4192.0,4.0,3.5,2340237.0
301,42313,2249.0,3.0,2.5,595763.0
302,42314,2966.0,4.0,3.0,1264222.0
303,42315,5411.0,4.0,4.5,1349116.0
304,42316,3247.0,4.0,3.0,1069058.0
305,42317,4720.0,4.0,4.5,1476995.0
306,42318,2637.0,3.0,3.0,944182.0
307,42319,1680.0,2.0,2.0,169165.0
308,42320,3887.0,4.0,3.0,720617.0
309,42321,2278.0,4.0,3.0,780000.0
310,42322,917.0,2.0,1.5,292210.0
311,42323,1934.0,3.0,2.0,643338.0
312,42324,3433.0,4.0,3.5,511545.0
313,42325,3983.0,5.0,4.5,617642.0
314,42326,3435.0,3.0,4.0,1140869.0
315,42327,1302.0,3.0,2.0,609000.0
316,42328,1189.0,3.0,2.0,441961.0
317,42329,2714.0,5.0,3.0,482542.0
318,42332,1210.0,3.0,1.5,467015.0
319,42333,1545.0,4.0,2.0,590254.0
320,42334,1240.0,2.0,2.0,481228.0
321,42335,2197.0,3.0,2.5,357849.0
322,42336,1996.0,3.0,2.5,455491.0
323,42337,2119.0,3.0,2.0,1661270.0
324,42338,2547.0,3.0,2.5,2274016.0
325,42339,2998.0,3.0,2.5,1203859.0
326,42340,1482.0,3.0,2.0,456078.0
327,42341,1582.0,2.0,2.0,420511.0
328,42342,1841.0,3.0,3.0,128474.0
329,42343,2048.0,3.0,2.0,452433.0
330,42344,1589.0,3.0,2.0,370084.0
331,42345,1589.0,3.0,2.0,477486.0
332,42346,2653.0,4.0,3.0,381109.0
333,42347,2159.0,3.0,2.0,696956.0
334,42348,1677.0,3.0,2.0,447337.0
335,42349,2078.0,3.0,2.5,781742.0
336,42350,6895.0,4.0,5.0,4435149.0
337,42351,2725.0,4.0,3.0,1290382.0
338,42352,1378.0,4.0,2.0,348545.0
339,42353,2702.0,5.0,2.5,616079.0
340,42354,1932.0,4.0,2.5,760422.0
341,42355,1594.0,3.0,2.0,266786.0
342,42356,1604.0,3.0,2.0,259481.0
343,42357,2786.0,4.0,3.0,327617.0
344,42358,2935.0,3.0,3.0,913725.0
345,42359,1837.0,3.0,2.5,824000.0
346,42360,3739.0,4.0,3.0,1203071.0
347,42361,3028.0,4.0,4.0,662154.0
348,42362,2625.0,4.0,2.5,496125.0
349,42363,4121.0,4.0,4.5,879731.0
350,42364,3590.0,4.0,3.5,1154661.0
351,42365,2841.0,3.0,3.5,948183.0
352,42366,6291.0,7.0,5.0,2702594.0
353,42367,2116.0,4.0,2.0,463052.0
354,42368,1517.0,3.0,2.5,284402.0
355,42369,1215.0,2.0,2.0,399331.0
356,42370,3384.0,5.0,3.0,497210.0
357,42371,3266.0,4.0,2.5,850676.0
358,42372,3480.0,5.0,3.0,693123.0
359,42373,2229.0,3.0,3.0,560974.0
360,42374,1918.0,3.0,2.0,411962.0
361,42375,2864.0,4.0,3.0,485444.0
362,42376,2562.0,4.0,3.0,795000.0
363,42377,3928.0,2.0,2.5,1087587.0
364,42378,2777.0,3.0,2.5,762194.0
365,42379,2498.0,4.0,3.0,606978.0
366,42380,2965.0,4.0,3.0,557400.0
367,42381,1873.0,4.0,3.0,750000.0
368,42382,2734.0,4.0,2.5,444359.0
369,42383,1242.0,3.0,2.0,348288.0
370,42384,1985.0,2.0,2.0,137216.0
371,42385,3083.0,4.0,3.5,925332.0
372,42386,2956.0,3.0,2.5,731908.0
373,42387,2618.0,5.0,3.0,427350.0
374,42388,3083.0,4.0,3.5,893420.0
375,42389,2693.0,4.0,2.5,676051.0
376,42390,2328.0,3.0,2.5,556985.0
377,42391,1724.0,3.0,2.0,279205.0
378,42392,1944.0,2.0,3.0,873473.0
379,42393,1201.0,3.0,2.5,81250.0
380,42394,954.0,2.0,2.0,432903.0
381,42395,954.0,2.0,2.0,606524.0
382,42397,705.0,1.0,1.0,422092.0
383,42398,2029.0,3.0,3.0,316649.0
384,42399,1825.0,3.0,2.5,342573.0
385,42400,2060.0,3.0,2.5,547339.0
386,42401,1892.0,3.0,2.0,790546.0
387,42402,2352.0,4.0,2.5,96167.0
388,42403,1697.0,3.0,2.0,425668.0
389,42404,2856.0,3.0,2.5,910987.0
390,42405,3485.0,4.0,4.5,336733.0
391,42406,1279.0,2.0,2.0,120513.0
392,42407,2279.0,4.0,2.0,151777.0
393,42408,2343.0,4.0,2.0,1268529.0
394,42409,1920.0,3.0,2.5,507625.0
395,42410,6245.0,4.0,4.5,1273740.0
396,42411,1860.0,3.0,2.0,520638.0
397,42412,3025.0,3.0,2.5,726382.0
398,42413,2045.0,4.0,2.5,654550.0
399,42414,1799.0,3.0,2.5,548961.0
400,42415,2926.0,5.0,3.0,1205000.0
401,42416,2535.0,4.0,3.0,326852.0
402,42417,1754.0,3.0,2.5,574720.0
403,42418,1754.0,3.0,2.5,558387.0
404,42419,2444.0,4.0,2.5,876160.0
405,42420,1514.0,3.0,2.0,750000.0
406,42421,1406.0,3.0,2.0,513849.0
407,42422,3071.0,4.0,4.5,3328754.0
408,42424,963.0,3.0,1.0,361183.0
409,42425,881.0,2.0,1.0,418057.0
410,42426,1288.0,2.0,1.0,54305.0
411,42427,2058.0,3.0,2.0,458017.0
412,42428,5251.0,5.0,5.5,1972868.0
413,42429,2388.0,3.0,2.5,181937.0
414,42430,1430.0,4.0,2.0,355741.0
415,42431,1124.0,2.0,1.5,122977.0
416,42432,4236.0,3.0,4.5,1739697.0
417,42433,2970.0,3.0,4.0,926803.0
418,42434,1472.0,3.0,2.0,273841.0
419,42435,1120.0,3.0,2.0,502234.0
420,42436,1472.0,3.0,2.0,517663.0
421,42437,3276.0,3.0,3.5,897951.0
422,42438,1478.0,3.0,2.0,256389.0
423,42439,1898.0,3.0,2.0,96516.0
424,42440,5778.0,6.0,4.5,2285848.0
425,42441,3207.0,4.0,4.0,987472.0
426,42442,3269.0,4.0,3.0,909400.0
427,42443,1748.0,2.0,2.0,620708.0
428,42444,3837.0,4.0,4.5,1315000.0
429,42445,1980.0,4.0,2.5,285128.0
430,42446,1704.0,3.0,2.5,629455.0
431,42447,2955.0,4.0,3.0,977685.0
432,42448,2623.0,4.0,3.0,483765.0
433,42449,2208.0,4.0,2.5,671471.0
434,42450,3252.0,4.0,4.5,873416.0
435,42451,2525.0,4.0,2.5,500418.0
436,42452,3097.0,4.0,3.0,773469.0
437,42453,1913.0,3.0,2.5,403768.0
438,42454,2095.0,3.0,2.5,409077.0
439,42455,1831.0,3.0,2.5,481294.0
440,42456,2301.0,3.0,2.5,492931.0
441,42457,1792.0,3.0,2.5,307531.0
442,42458,2041.0,4.0,2.5,349344.0
443,42459,2108.0,4.0,2.5,642190.0
444,42460,2089.0,4.0,2.5,331567.0
445,42461,2089.0,4.0,2.5,373746.0
446,42462,2539.0,4.0,2.5,769773.0
447,42463,3292.0,3.0,3.0,874774.0
448,42464,3459.0,3.0,3.5,717440.0
449,42465,3259.0,4.0,3.5,686360.0
450,42466,2687.0,4.0,2.5,460146.0
451,42467,2553.0,5.0,3.0,778721.0
452,42468,2742.0,4.0,3.0,825000.0
453,42469,2455.0,4.0,3.0,121349.0
454,42470,2571.0,5.0,4.0,339903.0
455,42471,2286.0,3.0,2.5,482570.0
456,42472,3677.0,4.0,3.5,855441.0
457,42473,1950.0,3.0,2.5,370803.0
458,42474,1675.0,4.0,2.0,380448.0
459,42475,1508.0,3.0,2.0,75817.0
460,42476,2115.0,3.0,3.0,376515.0
461,42477,2286.0,3.0,3.0,467114.0
462,42478,1360.0,3.0,2.0,239020.0
463,42479,3590.0,4.0,4.0,504582.0
464,42480,3107.0,5.0,3.5,413341.0
465,42481,1954.0,3.0,2.5,278268.0
466,42482,3244.0,5.0,4.0,825000.0
467,42483,1812.0,3.0,2.0,636428.0
468,42484,2301.0,3.0,2.5,670016.0
469,42485,2492.0,3.0,3.0,345557.0
470,42486,1740.0,2.0,3.0,395719.0
471,42487,1503.0,2.0,2.0,71832.0
472,42488,1740.0,2.0,3.0,445635.0
473,42489,2258.0,3.0,2.5,370764.0
474,42490,2723.0,3.0,2.5,862000.0
475,42491,3166.0,3.0,3.0,744849.0
476,42492,2735.0,3.0,3.0,655533.0
477,42493,3403.0,4.0,3.0,1026277.0
478,42494,3696.0,4.0,3.5,795460.0
479,42495,2797.0,5.0,3.0,535883.0
480,42496,2552.0,4.0,2.5,758424.0
481,42497,2376.0,4.0,2.5,676152.0
482,42498,2496.0,5.0,3.0,550521.0
483,42499,2320.0,4.0,2.5,368371.0
484,42500,2264.0,4.0,2.5,379400.0
485,42501,1760.0,3.0,2.5,469083.0
486,42502,1780.0,4.0,2.5,663317.0
487,42503,2086.0,4.0,2.5,689000.0
488,42504,2620.0,4.0,3.0,897000.0
489,42505,3246.0,4.0,3.0,773816.0
490,42506,2229.0,4.0,3.0,658605.0
491,42507,,0.0,0.0,906526.0
492,42508,2933.0,4.0,3.0,899586.0
493,42509,2675.0,4.0,3.0,496716.0
494,42510,2731.0,4.0,3.0,425668.0
495,42511,1970.0,2.0,2.0,839469.0
496,42512,3748.0,4.0,4.5,1041000.0
497,42513,3299.0,5.0,4.5,1252445.0
498,42514,2208.0,3.0,2.5,811184.0
499,42515,,0.0,0.0,2028459.0
500,42516,2354.0,5.0,3.0,365978.0
501,42517,2487.0,3.0,3.0,748864.0
502,42518,2894.0,4.0,3.0,515942.0
503,42519,2287.0,2.0,3.0,611728.0
504,42520,4364.0,4.0,3.5,875357.0
505,42521,2863.0,3.0,3.0,423410.0
506,42522,3316.0,5.0,3.5,931000.0
507,42523,3316.0,5.0,3.5,482472.0
508,42524,2209.0,3.0,2.0,580164.0
509,42525,3415.0,5.0,4.5,1045000.0
510,42526,2261.0,3.0,3.0,623964.0
511,42527,2045.0,4.0,2.5,700000.0
512,42528,3188.0,3.0,3.0,831147.0
513,42529,1723.0,2.0,3.0,501586.0
514,42530,2049.0,4.0,2.5,326959.0
515,42531,2049.0,5.0,2.5,429756.0
516,42532,1997.0,3.0,2.5,578694.0
517,42533,1326.0,3.0,2.0,517767.0
518,42534,1812.0,3.0,2.0,366120.0
519,42535,2230.0,4.0,2.5,305767.0
520,42536,1924.0,4.0,3.0,279973.0
521,42537,1546.0,3.0,2.0,267169.0
522,42538,2526.0,4.0,3.0,745584.0
523,42539,1903.0,4.0,3.0,680345.0
524,42540,2269.0,4.0,2.5,462205.0
525,42541,2269.0,4.0,2.5,357440.0
526,42542,2036.0,3.0,2.5,293705.0
527,42543,2036.0,3.0,2.5,335968.0
528,42544,1124.0,2.0,1.5,376667.0
529,42545,1360.0,2.0,1.5,83771.0
530,42546,2814.0,4.0,3.0,187784.0
531,42547,1320.0,3.0,2.0,285572.0
532,42548,1360.0,3.0,2.0,268030.0
533,42549,1320.0,3.0,2.0,476657.0
534,42550,2265.0,4.0,2.0,396147.0
535,42551,1593.0,3.0,2.0,234326.0
536,42552,2280.0,3.0,2.5,104742.0
537,42553,1604.0,4.0,2.0,480011.0
538,42554,2478.0,4.0,2.5,820000.0
539,42555,1604.0,4.0,2.0,316678.0
540,42556,2021.0,3.0,2.0,644683.0
541,42557,1178.0,3.0,2.0,200659.0
542,42558,1523.0,4.0,2.0,652500.0
543,42559,1370.0,3.0,2.0,551324.0
544,42560,1099.0,3.0,1.5,474325.0
545,42561,2123.0,5.0,3.0,258373.0
546,42562,2200.0,3.0,2.0,356668.0
547,42563,1542.0,4.0,2.0,272764.0
548,42564,2277.0,3.0,2.5,340576.0
549,42565,1464.0,2.0,2.0,377239.0
550,42566,1924.0,4.0,3.0,583367.0
551,42567,1470.0,3.0,2.0,267053.0
552,42568,2559.0,4.0,2.5,366121.0
553,42569,1918.0,3.0,2.0,141786.0
554,42570,2133.0,4.0,2.5,605244.0
555,42571,2602.0,3.0,2.5,198812.0
556,42572,2175.0,4.0,3.0,717761.0
557,42573,4349.0,4.0,4.5,1210826.0
558,42574,1835.0,3.0,2.5,251630.0
559,42575,1718.0,3.0,2.5,241434.0
560,42576,1357.0,3.0,2.5,469964.0
561,42577,2160.0,4.0,3.0,451043.0
562,42578,1429.0,3.0,2.0,614226.0
563,42579,1272.0,2.0,2.0,528000.0
564,42580,2246.0,4.0,3.0,314833.0
565,42581,1515.0,5.0,3.0,369866.0
566,42582,1602.0,3.0,2.5,459061.0
567,42583,1083.0,3.0,2.0,384201.0
568,42584,1788.0,4.0,2.5,569544.0
569,42585,1884.0,3.0,2.5,604084.0
570,42586,3065.0,4.0,3.0,551725.0
571,42587,3107.0,6.0,3.0,639639.0
572,42588,2419.0,4.0,2.5,665589.0
573,42589,2927.0,3.0,3.0,889523.0
574,42590,3414.0,3.0,3.5,539748.0
575,42591,2777.0,4.0,2.5,683182.0
576,42592,3097.0,4.0,3.0,771000.0
577,42593,1996.0,4.0,2.5,358356.0
578,42594,3097.0,4.0,3.0,721718.0
579,42595,1352.0,3.0,2.0,586000.0
580,42596,822.0,2.0,1.0,368509.0
581,42597,1191.0,2.0,1.5,299597.0
582,42598,2289.0,3.0,3.0,407056.0
583,42599,1680.0,3.0,3.0,292770.0
584,42600,1956.0,4.0,3.0,294525.0
585,42601,1976.0,2.0,3.0,559119.0
586,42602,1688.0,1.0,2.5,235184.0
587,42603,1938.0,3.0,2.5,688000.0
588,42604,1851.0,3.0,2.5,278083.0
589,42605,2411.0,3.0,2.5,587729.0
590,42606,2761.0,4.0,2.5,807716.0
591,42607,1546.0,3.0,2.0,433029.0
592,42608,1472.0,3.0,2.0,550000.0
593,42609,1996.0,4.0,2.5,334534.0
594,42610,2058.0,4.0,3.0,276167.0
595,42611,2175.0,4.0,3.0,639744.0
596,42612,1837.0,4.0,2.5,313238.0
597,42613,1986.0,3.0,2.5,647208.0
598,42614,1164.0,4.0,2.0,397052.0
599,42615,1677.0,3.0,2.5,512855.0
600,42616,1584.0,3.0,2.5,616350.0
601,42617,1584.0,3.0,2.5,510180.0
602,42618,2876.0,5.0,3.0,389053.0
